name,submissions,placements,time_to_first_submission,requirements_submitted_to,submissions_to_interview_number,interview_to_offer_number
Recruiter_535,47,10,4.29,39,2.8,1.36
Recruiter_536,49,8,1.81,39,1.19,3.05
Recruiter_537,59,9,9.87,70,1.96,3.04
Recruiter_538,60,11,6.91,99,0.67,3.83
Recruiter_539,57,9,5.86,37,1.63,3.23
Recruiter_540,43,7,1.26,22,0.55,1.07
Recruiter_541,41,9,1.46,20,1.54,4.98
Recruiter_542,43,11,2.81,14,2.89,3.09
Recruiter_543,71,9,1.89,21,0.66,1.99
Recruiter_544,44,10,33.52,65,2.98,4.23
Recruiter_545,50,5,20.13,58,3.0,1.52
Recruiter_546,45,10,10.65,93,2.84,3.73
Recruiter_547,52,11,0.64,48,2.31,4.75
Recruiter_548,43,16,4.93,20,1.54,3.6
Recruiter_549,49,12,4.95,18,1.18,2.3
Recruiter_550,44,10,6.51,33,2.33,1.09
Recruiter_551,41,11,2.19,30,0.81,4.0
Recruiter_552,36,13,0.62,49,1.11,2.5
Recruiter_553,70,12,5.01,39,2.01,2.85
Recruiter_554,54,11,5.68,96,2.28,3.73
Recruiter_555,56,14,12.67,25,2.02,4.79
Recruiter_556,50,10,0.84,43,1.91,3.17
Recruiter_557,48,12,5.2,82,0.54,2.52
Recruiter_558,51,10,9.15,29,0.54,4.54
Recruiter_559,55,14,16.14,49,2.91,4.74
Recruiter_560,42,12,11.27,35,1.49,4.12
Recruiter_561,45,10,3.13,85,2.76,1.43
Recruiter_562,60,5,1.2,98,2.27,4.21
Recruiter_563,53,10,4.0,66,1.78,2.92
Recruiter_564,60,7,1.54,69,2.38,3.43
Recruiter_565,49,10,0.05,30,2.05,4.79
Recruiter_566,55,5,0.93,82,0.51,1.12
Recruiter_567,64,12,14.99,43,1.42,1.34
Recruiter_568,54,7,17.19,49,2.17,2.0
Recruiter_569,52,10,7.15,46,2.53,4.03
Recruiter_570,47,8,3.55,13,2.04,2.53
Recruiter_571,42,9,11.4,46,2.16,2.92
Recruiter_572,57,15,10.35,79,0.67,2.98
Recruiter_573,51,14,0.54,20,2.87,2.2
Recruiter_574,33,14,4.21,97,2.06,2.46
Recruiter_575,45,14,4.17,96,1.7,4.05
Recruiter_576,58,10,7.23,37,1.87,1.03
Recruiter_577,57,11,13.14,26,0.76,3.05
Recruiter_578,50,10,0.63,51,2.62,3.88
Recruiter_579,44,9,0.13,28,2.31,4.33
Recruiter_580,46,9,5.33,71,0.94,2.15
Recruiter_581,40,8,19.34,24,0.87,1.18
Recruiter_582,45,7,2.85,61,2.18,4.21
Recruiter_583,44,14,6.49,28,0.92,4.63
Recruiter_584,56,12,7.02,19,2.55,1.82
Recruiter_585,57,7,1.59,62,0.55,1.31
Recruiter_586,34,14,0.97,71,2.49,3.98
Recruiter_587,53,14,20.58,28,2.26,2.26
Recruiter_588,34,8,8.52,76,1.28,3.6
Recruiter_589,56,9,1.47,23,2.14,3.04
Recruiter_590,49,10,1.77,37,2.13,4.87
Recruiter_591,55,4,7.25,65,2.25,4.25
Recruiter_592,62,6,15.31,71,2.62,4.61
Recruiter_593,62,4,0.34,50,2.25,4.88
Recruiter_594,51,8,26.13,46,1.41,4.37
Recruiter_595,46,8,18.95,15,1.31,3.49
Recruiter_596,45,12,0.37,42,2.78,3.13
Recruiter_597,51,11,3.15,84,2.71,3.62
Recruiter_598,48,7,11.22,33,2.19,4.92
Recruiter_599,46,8,3.41,79,1.01,4.68
Recruiter_600,53,13,12.92,20,0.81,2.74
Recruiter_601,50,9,16.7,88,2.25,1.91
Recruiter_602,49,8,1.47,80,0.58,1.41
Recruiter_603,45,12,5.79,91,1.16,2.39
Recruiter_604,58,4,12.27,52,2.82,1.84
Recruiter_605,50,10,11.05,89,0.6,4.55
Recruiter_606,57,13,0.38,52,2.25,2.42
Recruiter_607,58,8,5.05,19,2.27,3.64
Recruiter_608,60,16,5.64,72,0.99,1.7
Recruiter_609,63,8,4.26,93,1.54,1.63
Recruiter_610,60,7,5.19,25,0.55,1.51
Recruiter_611,38,8,13.71,64,0.63,3.01
Recruiter_612,52,10,3.51,80,0.51,3.99
Recruiter_613,46,15,2.07,13,2.37,4.97
Recruiter_614,56,9,7.86,48,2.38,2.26
Recruiter_615,58,5,22.4,54,1.63,4.66
Recruiter_616,47,8,3.7,43,1.94,1.82
Recruiter_617,53,9,1.2,66,1.21,2.17
Recruiter_618,52,11,0.14,22,1.42,4.24
Recruiter_619,56,13,6.33,46,0.59,1.22
Recruiter_620,59,9,5.99,57,2.32,3.24
Recruiter_621,45,9,4.22,16,1.85,4.96
Recruiter_622,60,13,1.77,75,2.86,4.18
Recruiter_623,39,9,11.26,19,1.91,2.4
Recruiter_624,63,13,2.32,23,1.1,2.19
Recruiter_625,47,9,0.7,68,1.64,4.47
Recruiter_626,43,11,6.76,57,2.59,2.05
Recruiter_627,52,10,17.87,25,2.15,3.18
Recruiter_628,42,12,4.57,13,2.56,1.48
Recruiter_629,46,10,2.23,53,2.91,2.64
Recruiter_630,37,8,2.22,48,1.09,4.82
Recruiter_631,50,16,15.19,62,2.69,2.73
Recruiter_632,52,9,5.26,55,0.99,2.51
Recruiter_633,47,10,4.84,45,2.19,3.29
Recruiter_634,61,8,0.35,11,1.39,1.58
Recruiter_635,65,9,23.06,24,0.6,3.86
Recruiter_636,52,6,1.03,28,0.54,2.17
Recruiter_637,60,9,0.18,95,0.59,4.37
Recruiter_638,50,21,0.04,26,1.07,4.98
Recruiter_639,62,10,19.08,39,2.07,1.55
Recruiter_640,51,8,0.37,20,2.22,4.96
Recruiter_641,50,15,13.74,55,1.33,3.52
Recruiter_642,50,12,6.33,21,1.1,1.77
Recruiter_643,55,7,9.31,36,0.58,3.38
Recruiter_644,60,11,3.4,93,2.71,4.56
Recruiter_645,40,16,1.87,80,0.6,3.13
Recruiter_646,56,11,9.29,68,1.63,2.93
Recruiter_647,58,13,9.4,20,2.56,1.17
Recruiter_648,52,9,12.0,30,0.67,2.88
Recruiter_649,52,9,1.18,18,1.87,1.84
Recruiter_650,52,13,11.77,92,2.09,1.15
Recruiter_651,71,12,6.74,92,2.36,3.96
Recruiter_652,48,7,5.02,16,2.71,2.24
Recruiter_653,40,11,0.01,65,2.38,4.49
Recruiter_654,52,11,0.51,80,2.39,1.85
Recruiter_655,39,12,10.8,30,1.63,4.13
Recruiter_656,56,2,0.67,83,2.94,4.47
Recruiter_657,53,9,7.7,70,1.4,2.33
Recruiter_658,36,10,2.35,43,0.87,3.07
Recruiter_659,58,7,8.64,14,0.99,1.73
Recruiter_660,59,13,4.98,88,0.56,3.05
Recruiter_661,42,11,2.31,60,0.76,1.07
Recruiter_662,55,8,1.63,81,1.6,3.11
Recruiter_663,47,16,9.8,36,1.73,4.15
Recruiter_664,44,12,18.16,22,2.81,2.72
Recruiter_665,59,9,8.07,19,1.6,1.4
Recruiter_666,47,6,13.02,67,1.24,4.24
Recruiter_667,62,7,0.01,34,2.67,2.26
Recruiter_668,49,11,18.41,69,0.63,2.36
Recruiter_669,43,18,7.25,61,2.86,4.2
Recruiter_670,46,9,2.71,48,0.72,3.02
Recruiter_671,46,12,6.19,66,1.72,3.88
Recruiter_672,55,6,2.08,99,1.05,3.94
Recruiter_673,51,11,1.14,74,2.26,3.56
Recruiter_674,48,4,22.56,37,0.64,4.43
Recruiter_675,45,12,0.66,64,1.23,2.91
Recruiter_676,58,5,6.86,71,1.18,4.72
Recruiter_677,61,8,4.11,97,2.4,4.94
Recruiter_678,43,10,1.41,88,2.95,4.71
Recruiter_679,48,8,10.39,69,1.58,1.07
Recruiter_680,43,14,2.44,19,0.88,3.8
Recruiter_681,53,4,9.59,32,1.3,1.14
Recruiter_682,51,8,8.52,54,2.43,2.74
Recruiter_683,48,14,12.09,74,2.63,1.76
Recruiter_684,50,14,2.48,42,0.58,4.36
Recruiter_685,58,12,1.07,25,1.21,4.9
Recruiter_686,57,11,1.8,36,0.72,1.75
Recruiter_687,58,7,3.08,74,0.76,4.27
Recruiter_688,60,15,3.36,18,2.3,3.65
Recruiter_689,39,11,18.73,38,1.35,3.12
Recruiter_690,44,9,30.16,31,1.01,4.94
Recruiter_691,60,7,1.75,16,2.48,4.77
Recruiter_692,50,13,13.49,48,2.24,1.07
Recruiter_693,32,8,1.16,13,2.42,2.14
Recruiter_694,49,10,0.41,99,0.97,2.36
Recruiter_695,49,11,16.66,49,2.68,1.35
Recruiter_696,41,15,4.13,42,0.69,2.46
Recruiter_697,51,5,5.93,34,2.89,4.32
Recruiter_698,53,7,7.06,26,0.54,1.65
Recruiter_699,62,11,1.2,35,0.57,4.62
Recruiter_700,41,10,14.15,59,1.85,3.0
Recruiter_701,54,6,1.17,20,0.51,4.52
Recruiter_702,44,10,1.85,54,2.18,2.34
Recruiter_703,71,12,8.95,99,1.43,3.25
Recruiter_704,49,8,5.4,41,1.88,3.03
Recruiter_705,49,10,5.91,74,1.29,2.48
Recruiter_706,46,15,3.72,29,2.69,3.09
Recruiter_707,58,9,14.62,20,0.71,4.87
Recruiter_708,40,11,3.09,98,2.62,3.15
Recruiter_709,37,11,3.74,27,2.93,2.24
Recruiter_710,53,12,28.32,64,1.78,4.42
Recruiter_711,50,10,0.73,16,2.43,3.8
Recruiter_712,43,9,8.91,61,1.93,2.74
Recruiter_713,57,8,6.37,56,2.38,3.32
Recruiter_714,54,13,16.11,40,2.17,2.18
Recruiter_715,46,15,7.59,58,2.7,1.15
Recruiter_716,60,9,1.93,54,0.88,2.78
Recruiter_717,51,9,10.8,96,1.13,4.71
Recruiter_718,51,13,19.2,57,2.61,1.3
Recruiter_719,45,13,1.8,10,0.64,3.94
Recruiter_720,57,5,1.97,34,1.12,4.73
Recruiter_721,53,7,1.91,68,1.29,3.91
Recruiter_722,50,4,0.52,57,1.7,1.82
Recruiter_723,53,13,1.0,87,1.08,4.23
Recruiter_724,49,7,0.08,26,0.58,3.32
Recruiter_725,45,10,5.99,45,1.25,4.46
Recruiter_726,49,10,1.15,14,2.59,3.07
Recruiter_727,43,14,6.23,80,1.86,4.24
Recruiter_728,49,16,9.84,77,1.99,3.5
Recruiter_729,53,12,0.45,79,2.18,2.99
Recruiter_730,37,10,2.22,47,1.05,1.18
Recruiter_731,63,14,7.66,96,1.6,4.43
Recruiter_732,38,12,10.1,36,0.9,4.75
Recruiter_733,47,16,19.55,16,1.57,3.24
Recruiter_734,66,9,13.54,66,0.66,1.36
Recruiter_735,58,9,3.78,12,2.46,2.71
Recruiter_736,64,9,1.26,36,2.68,2.09
Recruiter_737,38,8,1.41,46,1.45,3.35
Recruiter_738,58,10,8.78,44,2.33,1.59
Recruiter_739,47,11,6.19,99,2.86,2.81
Recruiter_740,43,14,10.18,17,1.13,1.94
Recruiter_741,46,11,4.11,65,0.85,1.3
Recruiter_742,43,11,1.02,85,1.59,4.57
Recruiter_743,49,12,14.03,96,1.94,4.54
Recruiter_744,49,9,4.82,39,2.54,4.05
Recruiter_745,62,5,6.35,52,2.5,1.19
Recruiter_746,47,9,0.35,58,1.01,1.05
Recruiter_747,49,13,0.22,84,1.36,4.57
Recruiter_748,50,12,0.59,64,2.86,2.3
Recruiter_749,39,12,5.98,62,1.66,4.31
Recruiter_750,44,9,4.89,27,2.03,1.59
Recruiter_751,52,9,1.8,61,2.82,2.77
Recruiter_752,47,11,0.12,26,1.12,2.74
Recruiter_753,58,14,11.6,85,2.12,4.7
Recruiter_754,48,10,3.51,61,0.71,1.77
Recruiter_755,57,14,14.23,52,2.8,3.05
Recruiter_756,40,7,1.34,46,2.98,3.1
Recruiter_757,42,8,0.89,14,0.98,4.35
Recruiter_758,55,11,1.55,10,1.3,3.88
Recruiter_759,43,13,0.58,87,0.91,3.33
Recruiter_760,59,5,11.73,35,2.23,1.23
Recruiter_761,57,13,16.36,36,2.27,3.11
Recruiter_762,66,12,1.02,22,0.98,4.9
Recruiter_763,48,13,3.28,97,1.94,4.66
Recruiter_764,52,10,4.12,68,2.78,4.55
Recruiter_765,38,10,7.57,45,0.78,4.41
Recruiter_766,49,10,3.69,19,1.41,4.09
Recruiter_767,57,10,5.83,52,2.25,2.71
Recruiter_768,61,15,1.45,45,1.19,4.07
Recruiter_769,57,12,6.88,46,2.82,1.64
Recruiter_770,54,11,0.69,69,2.55,1.22
Recruiter_771,53,9,2.8,32,1.06,3.05
Recruiter_772,55,11,4.25,56,2.09,2.82
Recruiter_773,59,13,2.99,73,2.48,3.88
Recruiter_774,51,11,3.42,35,1.72,3.68
Recruiter_775,67,7,17.47,92,2.45,1.37
Recruiter_776,52,10,2.84,65,0.92,1.4
Recruiter_777,56,14,1.87,64,1.5,2.62
Recruiter_778,42,7,12.52,97,2.0,4.23
Recruiter_779,41,16,2.68,99,1.76,4.14
Recruiter_780,56,6,2.53,64,1.66,2.09
Recruiter_781,57,10,16.37,15,0.59,4.78
Recruiter_782,56,8,5.34,42,1.48,1.3
Recruiter_783,66,11,1.0,53,0.61,3.87
Recruiter_784,50,9,2.02,40,2.63,2.58
Recruiter_785,54,4,7.9,50,2.82,4.35
Recruiter_786,45,6,2.4,61,0.68,2.22
Recruiter_787,53,5,7.58,98,1.59,2.79
Recruiter_788,59,7,23.42,31,2.02,3.84
Recruiter_789,44,14,0.56,63,2.16,2.45
Recruiter_790,60,12,0.47,98,0.88,4.16
Recruiter_791,45,11,14.17,51,2.93,1.02
Recruiter_792,47,5,2.15,89,1.54,1.51
Recruiter_793,48,11,2.39,21,2.86,4.56
Recruiter_794,57,9,11.08,93,2.41,4.91
Recruiter_795,52,4,10.39,18,0.57,4.88
Recruiter_796,60,3,8.97,54,2.43,3.7
Recruiter_797,41,13,5.68,41,2.52,3.78
Recruiter_798,62,7,1.1,70,2.81,1.3
Recruiter_799,44,6,2.72,52,2.59,1.69
Recruiter_800,41,8,11.36,67,1.21,2.61
Recruiter_801,41,6,3.91,30,0.5,1.03
Recruiter_802,54,8,2.31,16,2.71,1.86
Recruiter_803,46,7,15.67,77,0.63,1.45
Recruiter_804,52,9,15.74,14,1.84,3.69
Recruiter_805,57,12,4.35,36,2.41,4.35
Recruiter_806,39,9,8.74,38,1.29,2.34
Recruiter_807,50,12,7.96,62,1.73,3.92
Recruiter_808,50,9,10.05,44,1.69,3.12
Recruiter_809,48,9,11.75,62,1.69,2.14
Recruiter_810,47,8,3.77,88,1.6,4.76
Recruiter_811,47,10,2.91,14,1.72,1.55
Recruiter_812,50,10,6.62,30,2.91,1.83
Recruiter_813,52,11,0.01,18,2.94,4.97
Recruiter_814,45,11,2.23,35,1.17,3.03
Recruiter_815,40,8,0.65,89,1.47,2.51
Recruiter_816,51,5,1.9,76,2.13,2.12
Recruiter_817,52,15,3.22,55,0.97,4.24
Recruiter_818,58,9,0.45,51,1.58,3.09
Recruiter_819,56,14,5.07,72,2.71,2.12
Recruiter_820,45,11,0.53,80,2.36,4.41
Recruiter_821,54,10,5.53,12,2.44,2.77
Recruiter_822,57,13,7.61,47,1.11,4.95
Recruiter_823,58,10,0.39,25,1.33,4.12
Recruiter_824,47,9,4.39,77,1.61,4.34
Recruiter_825,71,6,7.4,54,2.88,4.28
Recruiter_826,57,16,0.95,94,2.44,1.25
Recruiter_827,53,8,1.59,44,0.79,1.1
Recruiter_828,52,6,17.75,37,0.83,2.75
Recruiter_829,57,9,10.38,74,2.18,4.09
Recruiter_830,50,4,3.46,80,3.0,3.69
Recruiter_831,48,16,0.34,93,2.52,4.44
Recruiter_832,61,8,4.21,57,1.23,3.23
Recruiter_833,45,8,3.94,58,2.28,3.12
Recruiter_834,48,8,2.11,38,1.26,1.42
Recruiter_835,59,9,1.5,17,2.86,1.8
Recruiter_836,50,15,15.06,96,0.66,3.96
Recruiter_837,29,18,2.98,88,1.02,2.19
Recruiter_838,59,13,7.12,26,2.75,4.85
Recruiter_839,55,11,39.85,38,1.13,1.07
Recruiter_840,44,10,1.08,83,1.68,2.99
Recruiter_841,37,11,11.19,70,2.07,1.87
Recruiter_842,45,10,5.85,18,2.83,1.4
Recruiter_843,47,9,3.86,71,2.06,2.65
Recruiter_844,45,8,10.54,65,2.02,2.13
Recruiter_845,43,7,4.01,53,0.66,4.48
Recruiter_846,45,12,3.71,14,1.2,2.12
Recruiter_847,52,5,24.2,59,2.79,3.8
Recruiter_848,44,8,9.62,52,1.59,2.9
Recruiter_849,46,7,8.31,15,1.68,2.66
Recruiter_850,42,10,19.18,28,1.46,4.17
Recruiter_851,52,19,5.23,95,2.23,2.96
Recruiter_852,61,6,3.61,84,2.71,3.68
Recruiter_853,37,9,12.37,21,1.96,1.16
Recruiter_854,47,10,1.62,93,2.4,4.99
Recruiter_855,55,11,16.48,48,2.2,3.7
Recruiter_856,56,4,8.17,52,1.65,2.0
Recruiter_857,58,14,9.6,97,2.55,1.78
Recruiter_858,55,3,26.35,28,1.44,4.75
Recruiter_859,45,14,2.63,39,2.14,2.64
Recruiter_860,58,10,8.12,87,1.14,3.64
Recruiter_861,49,10,4.28,55,1.52,3.1
Recruiter_862,53,12,6.16,55,1.01,4.56
Recruiter_863,47,12,5.81,85,1.69,4.67
Recruiter_864,50,12,6.81,83,1.95,2.25
Recruiter_865,55,11,8.95,75,2.57,4.38
Recruiter_866,48,5,7.84,85,0.87,4.1
Recruiter_867,51,12,13.66,94,1.8,4.89
Recruiter_868,58,7,0.86,92,2.36,3.19
Recruiter_869,52,11,19.82,30,2.59,2.45
Recruiter_870,54,13,1.95,34,1.39,4.41
Recruiter_871,47,12,12.36,24,1.03,4.94
Recruiter_872,68,12,6.44,98,1.24,2.64
Recruiter_873,55,7,4.32,16,2.34,4.03
Recruiter_874,51,4,0.33,63,1.55,4.93
Recruiter_875,57,9,1.73,75,0.84,2.71
Recruiter_876,47,9,7.52,83,0.92,4.57
Recruiter_877,51,11,0.89,61,2.5,4.71
Recruiter_878,51,13,2.99,81,1.93,1.98
Recruiter_879,46,12,8.58,99,0.99,4.62
Recruiter_880,59,16,5.34,25,0.68,4.67
Recruiter_881,56,16,14.36,88,0.67,1.66
Recruiter_882,48,8,19.71,76,2.97,1.81
Recruiter_883,52,7,5.47,94,1.99,1.57
Recruiter_884,60,14,1.17,38,2.58,4.92
Recruiter_885,43,8,4.78,20,1.46,2.1
Recruiter_886,50,14,10.21,79,1.65,1.3
Recruiter_887,54,8,7.04,11,2.35,1.73
Recruiter_888,49,7,1.65,36,1.54,4.01
Recruiter_889,51,11,13.27,36,1.03,3.2
Recruiter_890,53,7,0.75,75,2.04,1.76
Recruiter_891,50,10,7.78,38,0.87,1.83
Recruiter_892,49,7,9.04,24,2.19,4.95
Recruiter_893,43,8,1.41,33,2.14,3.89
Recruiter_894,41,10,4.77,83,2.62,4.47
Recruiter_895,47,17,9.96,92,1.24,3.23
Recruiter_896,46,10,7.52,87,2.27,2.89
Recruiter_897,56,12,1.81,90,2.47,1.17
Recruiter_898,50,12,14.02,97,1.1,3.35
Recruiter_899,41,9,9.6,30,2.48,4.39
Recruiter_900,51,10,2.26,53,0.69,4.09
Recruiter_901,55,8,0.9,80,2.23,1.5
Recruiter_902,52,7,1.99,36,2.77,1.42
Recruiter_903,48,5,2.01,70,1.53,4.16
Recruiter_904,42,16,5.55,65,1.67,3.21
Recruiter_905,40,6,8.8,53,2.0,2.32
Recruiter_906,40,16,0.89,73,2.9,3.18
Recruiter_907,65,8,7.2,59,1.33,2.8
Recruiter_908,42,12,12.33,58,2.14,1.47
Recruiter_909,52,8,0.39,22,2.62,4.37
Recruiter_910,48,3,5.47,35,1.62,2.34
Recruiter_911,50,11,9.88,41,2.92,4.62
Recruiter_912,58,15,24.32,54,2.52,1.24
Recruiter_913,47,10,0.74,58,2.86,1.74
Recruiter_914,53,12,5.64,91,1.28,1.14
Recruiter_915,46,10,29.54,12,2.49,4.73
Recruiter_916,47,7,5.56,29,0.64,2.73
Recruiter_917,49,11,4.11,64,2.96,3.49
Recruiter_918,53,10,7.4,35,2.61,4.78
Recruiter_919,44,10,1.2,99,1.04,2.44
Recruiter_920,41,10,1.25,17,2.4,4.34
Recruiter_921,50,3,24.47,43,2.24,3.2
Recruiter_922,40,6,10.53,65,2.18,1.59
Recruiter_923,50,8,0.25,59,1.14,3.56
Recruiter_924,55,9,15.12,53,1.19,4.21
Recruiter_925,51,10,26.76,68,2.96,4.81
Recruiter_926,47,10,10.02,81,0.73,1.15
Recruiter_927,58,11,17.11,66,2.31,4.13
Recruiter_928,43,12,20.75,36,0.91,4.43
Recruiter_929,36,9,0.78,52,2.33,4.95
Recruiter_930,50,5,2.81,77,2.77,3.89
Recruiter_931,49,10,0.55,32,2.88,4.85
Recruiter_932,49,10,13.92,16,1.32,3.87
Recruiter_933,60,6,1.29,99,0.78,1.62
Recruiter_934,47,8,7.57,23,0.56,3.76
Recruiter_935,48,7,7.24,90,1.0,2.84
Recruiter_936,35,5,6.73,98,1.5,3.81
Recruiter_937,55,10,0.57,92,2.97,3.32
Recruiter_938,41,4,4.47,93,1.87,2.76
Recruiter_939,42,10,3.53,39,1.97,4.29
Recruiter_940,49,10,1.42,73,0.61,3.98
Recruiter_941,40,6,25.93,93,0.72,3.99
Recruiter_942,54,16,1.78,14,1.23,3.1
Recruiter_943,43,14,21.55,15,1.55,3.82
Recruiter_944,47,8,13.17,11,0.89,2.91
Recruiter_945,51,8,5.71,95,1.78,4.08
Recruiter_946,59,11,8.45,22,1.96,1.73
Recruiter_947,55,9,17.93,62,0.98,2.33
Recruiter_948,56,8,2.7,29,0.95,4.03
Recruiter_949,56,8,7.44,78,1.5,2.28
Recruiter_950,47,9,4.8,91,2.77,1.64
Recruiter_951,43,11,11.22,17,1.11,2.86
Recruiter_952,50,9,4.4,53,1.55,2.22
Recruiter_953,48,11,10.13,81,2.16,1.07
Recruiter_954,38,7,0.77,94,2.3,1.3
Recruiter_955,45,7,3.46,27,1.76,3.25
Recruiter_956,34,8,1.08,67,1.57,3.2
Recruiter_957,56,14,3.0,42,2.75,1.3
Recruiter_958,51,10,1.28,19,0.72,3.32
Recruiter_959,57,14,31.12,14,2.03,1.03
Recruiter_960,51,4,1.89,74,2.86,1.99
Recruiter_961,57,11,15.09,34,2.36,1.64
Recruiter_962,60,15,9.23,54,2.29,2.07
Recruiter_963,42,7,18.67,22,1.47,2.6
Recruiter_964,40,12,0.9,35,2.74,4.0
Recruiter_965,50,16,15.81,12,1.43,3.75
Recruiter_966,49,13,11.78,80,2.28,4.87
Recruiter_967,53,7,20.46,92,1.1,1.42
Recruiter_968,58,6,3.99,20,1.76,4.6
Recruiter_969,60,12,2.55,31,2.46,2.37
Recruiter_970,52,18,0.51,50,2.61,3.45
Recruiter_971,50,14,1.59,42,2.72,2.48
Recruiter_972,59,11,14.25,97,0.98,3.1
Recruiter_973,45,8,8.28,27,1.6,4.62
Recruiter_974,41,9,1.52,99,0.57,1.53
Recruiter_975,51,18,17.31,72,2.57,1.96
Recruiter_976,47,14,2.57,58,2.51,4.86
Recruiter_977,66,13,14.11,69,2.97,4.33
Recruiter_978,56,7,13.25,36,0.66,3.65
Recruiter_979,49,9,4.64,66,2.43,4.27
Recruiter_980,58,9,3.5,71,2.11,4.34
Recruiter_981,44,8,36.53,76,1.45,3.78
Recruiter_982,44,6,0.27,28,2.31,3.39
Recruiter_983,48,12,5.17,64,1.43,2.84
Recruiter_984,52,8,7.26,98,1.64,4.03
Recruiter_985,45,7,9.43,97,1.4,3.47
Recruiter_986,57,6,12.19,83,2.75,4.3
Recruiter_987,54,4,0.13,73,1.22,3.4
Recruiter_988,47,10,9.22,56,1.56,2.97
Recruiter_989,57,17,5.73,35,1.22,4.48
Recruiter_990,43,11,19.94,11,0.92,1.65
Recruiter_991,52,13,1.35,66,1.57,1.71
Recruiter_992,54,9,7.13,41,2.63,1.87
Recruiter_993,39,10,0.66,93,2.09,4.11
Recruiter_994,43,8,5.35,73,2.48,2.98
Recruiter_995,66,10,15.29,28,2.96,1.71
Recruiter_996,56,11,18.7,14,1.97,3.55
Recruiter_997,46,15,0.34,53,2.69,2.46
Recruiter_998,42,7,5.15,31,2.89,2.64
Recruiter_999,55,7,6.75,25,0.97,4.54
Recruiter_1000,33,8,0.11,62,1.54,4.79
Recruiter_1001,48,11,4.74,98,2.23,4.86
Recruiter_1002,39,8,1.78,80,1.1,3.02
Recruiter_1003,47,9,8.14,50,1.91,4.15
Recruiter_1004,58,11,0.44,84,0.74,2.1
Recruiter_1005,58,11,20.27,40,2.48,3.71
Recruiter_1006,51,9,11.94,50,2.89,4.14
Recruiter_1007,49,10,11.65,81,1.05,1.38
Recruiter_1008,47,5,5.04,42,1.73,2.28
Recruiter_1009,55,9,22.67,17,2.38,1.17
Recruiter_1010,50,9,14.45,32,2.27,3.88
Recruiter_1011,49,16,6.08,46,0.98,4.18
Recruiter_1012,55,6,21.25,55,1.83,4.36
Recruiter_1013,50,5,11.94,90,0.81,2.02
Recruiter_1014,52,6,7.13,26,0.9,3.19
Recruiter_1015,53,8,33.38,28,1.51,2.87
Recruiter_1016,40,9,8.0,52,0.72,1.62
Recruiter_1017,49,12,2.95,55,2.0,1.03
Recruiter_1018,57,13,11.58,18,1.28,2.15
Recruiter_1019,56,9,3.87,19,2.19,3.49
Recruiter_1020,41,11,1.38,71,1.57,1.84
Recruiter_1021,50,10,3.17,53,0.63,1.28
Recruiter_1022,45,14,10.96,51,2.21,4.18
Recruiter_1023,51,9,4.15,49,0.6,3.18
Recruiter_1024,39,16,11.07,33,2.15,4.91
Recruiter_1025,46,16,1.04,84,2.41,3.63
Recruiter_1026,58,14,6.59,46,2.46,2.07
Recruiter_1027,44,11,4.53,67,0.58,2.46
Recruiter_1028,56,7,1.63,93,0.53,3.13
Recruiter_1029,44,8,6.87,28,1.72,4.68
Recruiter_1030,44,7,26.37,86,1.32,1.58
Recruiter_1031,46,11,4.79,72,0.63,1.28
Recruiter_1032,59,14,27.4,51,0.68,4.06
Recruiter_1033,53,7,1.14,79,2.99,1.94
Recruiter_1034,50,11,3.25,59,1.37,1.28
Recruiter_1035,52,10,1.14,27,1.59,4.32
Recruiter_1036,53,16,2.7,46,1.8,2.2
Recruiter_1037,42,15,4.12,40,2.19,1.93
Recruiter_1038,64,13,0.98,58,0.61,1.41
Recruiter_1039,54,12,9.02,90,2.11,3.16
Recruiter_1040,62,7,11.4,99,1.82,1.49
Recruiter_1041,52,6,3.8,24,2.6,3.21
Recruiter_1042,42,12,0.5,52,1.36,4.11
Recruiter_1043,42,8,1.85,85,2.6,2.05
Recruiter_1044,52,14,4.76,59,1.1,4.69
Recruiter_1045,44,10,12.45,47,1.31,4.39
Recruiter_1046,46,15,10.37,53,1.67,1.16
Recruiter_1047,54,10,3.3,47,2.61,1.4
Recruiter_1048,56,10,14.9,24,1.16,3.6
Recruiter_1049,57,9,12.86,81,0.51,1.63
Recruiter_1050,54,14,6.48,99,2.42,1.59
Recruiter_1051,49,9,9.16,42,1.52,1.38
Recruiter_1052,60,11,7.46,26,2.68,3.97
Recruiter_1053,56,15,3.66,56,2.63,4.4
Recruiter_1054,53,10,4.75,82,1.09,1.91
Recruiter_1055,44,5,7.58,45,2.28,3.15
Recruiter_1056,41,10,1.26,10,1.11,1.09
Recruiter_1057,44,11,1.25,26,1.81,2.02
Recruiter_1058,50,17,3.53,34,1.11,2.28
Recruiter_1059,42,13,1.13,83,1.31,3.39
Recruiter_1060,55,4,0.28,30,1.1,4.83
Recruiter_1061,48,13,12.95,72,1.73,1.69
Recruiter_1062,50,9,1.51,61,1.65,2.89
Recruiter_1063,49,5,8.24,58,1.12,1.98
Recruiter_1064,42,13,2.07,70,2.19,4.78
Recruiter_1065,44,8,0.09,66,0.8,3.6
Recruiter_1066,41,11,4.4,97,2.78,4.41
Recruiter_1067,43,15,10.43,11,0.94,2.01
